username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,,,
";2020-01-19 21:22;0;1;""[1/-] I feel Scotland should be given the chance to have # IndyRef2 but my opinion on whether they should vote yes or no is irrelevant because it is for the Scottish people to decide. I only hope that the process would be run better than the UK's EU Referendum one did."";;;#;""1219007260011175938"";https://twitter.com/Jon_Chui_Rapley/status/1219007260011175938",,,,,,,,,,,
";2020-01-19 20:49;0;0;""TBF"," it looks like the Labour Party are already slowly coming around to the idea of a Scottish Independence Referendum and the Scottish Greens already back it."";;;;""1218999044246310913"";https://twitter.com/ChewyBB/status/1218999044246310913",,,,,,,,,,
";2020-01-19 20:47;2;1;""The Scottish Referendum Murders https://www.amazon.co.uk/Scottish-Referendum-Murders-Peter-Curran/dp/1520632568/ref=sr_1_2 …pic.twitter.com/12xIn7jEvD"";;;;""1218998562522062850"";https://twitter.com/moridura/status/1218998562522062850",,,,,,,,,,,
";2020-01-19 20:43;0;0;""You don't speak for Scottish people and neither do I! Only Scots can decide their future in referendum. The referendum Johnson is currently blocking. What is he afraid of?"";;;;""1218997520552153093"";https://twitter.com/ackreti/status/1218997520552153093",,,,,,,,,,,
";2020-01-19 20:40;0;0;""Notice how Craig (and every other Scottish nationlist) talk as though they have never had a referendum and are being denied Democracy. It's a tactic but I think some genuinely have erased it from their minds and with it the promise that it was a ""once I a generation vote""."";;;;""1218996587772489730"";https://twitter.com/netwars1984/status/1218996587772489730",,,,,,,,,,,
";2020-01-19 20:14;4;9;""I shared my views with @ Dennynews for today’s @ scotonsunday Simply hoping Boris agrees to support a referendum on Scottish independence is not a strategy - it’s wishful thinking. pic.twitter.com/YSjxdHynRx"";;@ @;;""1218990199465742341"";https://twitter.com/SNPChris/status/1218990199465742341",,,,,,,,,,,
";2020-01-19 20:14;0;0;""We aren’t allowed to not want another referendum - we’re not allowed Brexit - we’re not allowed a voice in Scottish politics - we’re not allowed to say the SNP government isn’t doing its job - we’re not allowed to fly a union jack - why are we putting up with this shit??"";;;;""1218990121489317890"";https://twitter.com/blondiesup/status/1218990121489317890",,,,,,,,,,,
";2020-01-19 20:08;1;1;""NO - 'multi-faceted & builds support ...'? For @ BorisJohnson this is ineffective. @ theSNP needs to be bold. If Scotland does not have a referendum without WM permission in 2020 to challenge WM"," @ ScotParl is finished & the Scottish people are finished for AT LEAST a generation"";;@ @ @;;""1218988668418957313"";https://twitter.com/rwkd/status/1218988668418957313",,,,,,,,,,
";2020-01-19 20:04;0;1;""There was loads of talk about overhauling the system after last Scottish referendum; but as soon as unionists (who by definition are BritNats) won"," no one in WM cared. The UK has never been a union of equals; and England will not loosen its grip on power to allow it to become one"";;;;""1218987593313861632"";https://twitter.com/antccfc/status/1218987593313861632",,,,,,,,,,
";2020-01-19 19:58;0;0;""Post the Brexit referendum we saw an increase in hate crime. Has Johnson's no to # indyref2 sparked more hatred towards Scotland"," Scots and Scottish independence? # indyref2pic.twitter.com/hHGS9ISA7h"";;;# #;""1218986147013177344"";https://twitter.com/JMchools/status/1218986147013177344",,,,,,,,,,
";2020-01-19 19:43;0;0;""@ jessphillips @ RLong_Bailey @ Keir_Starmer Do you support rejoining the EU? Do you support a Scottish independence referendum? If I get an answer I will join @ UKLabour and vote for you. Thanks (a Lib Dem member)."";;@ @ @ @;;""1218982225699647488"";https://twitter.com/UKEmigration2EU/status/1218982225699647488",,,,,,,,,,,
";2020-01-19 19:33;0;0;""Yes you can have a referendum every time you want because Scotland is a country of equal partners not a WM’s vassal. If Scottish ppl feel like they want a referendum they’re in title of and no one can and should deny it."";;;;""1218979765497057283"";https://twitter.com/giu8203/status/1218979765497057283",,,,,,,,,,,
";2020-01-19 19:29;2;18;""Since the ‘14 referendum", Scots political debate has been miles ahead of the myopic version in England. The English are getting fed up with it," sadly people like Nandy are ignorant and misinformed about Scottish politics and dismissive enough to think they can judge with impunity"";;;;""1218978930532765696"";https://twitter.com/Seagoon62/status/1218978930532765696",,,,,,,,,
";2020-01-19 19:27;0;0;""It is also the Greens", and about 40% of the Scottish Labour vote reportedly. It's not just that, we are talking about having a referendum here," not winning one. I would suggest given we are talking about FPTP then SNP/Greens do have a mandate to hold it."";;;;""1218978332567535617"";https://twitter.com/GavinWbm/status/1218978332567535617",,,,,,,,
";2020-01-19 19:25;1;1;""I agree wholeheartedly. Although I still think Emily Thornberry would be good because of her breadth of experience. The one I least like is Lisa Nandy because of her attitude towards a potential Scottish Independence referendum. As for Jess Phillips"," she's too egotistical."";;;;""1218977756647690241"";https://twitter.com/DoyleLuck/status/1218977756647690241",,,,,,,,,,
";2020-01-19 19:23;0;1;""Call an advisory referendum on Scottish Indy as the last stroke of Big Ben strikes on the 1st February 2020 chimes in # Brexit"";;;#;""1218977337015971840"";https://twitter.com/RobertThe_Fox/status/1218977337015971840",,,,,,,,,,,
";2020-01-19 19:16;0;0;""Says the guy who doesn't even know what % of the Scottish electorate voted Yes in the referendum......"";;;;""1218975541522522113"";https://twitter.com/ian9657/status/1218975541522522113",,,,,,,,,,,
";2020-01-19 19:15;0;1;""By ill informed I take it you mean from people like yourself. The majority of the Scottish people don’t want another referendum."";;;;""1218975163976470528"";https://twitter.com/graemewallace_/status/1218975163976470528",,,,,,,,,,,
";2020-01-19 19:14;0;1;""1/2An advisory referendum seems the way to go just like the UK Govt did for the EU Referendum it shouldn't require Westminster's approval and should be legal to fulfil the Scottish Government standing respect to consult the Sovereign will of the people of Scotland"";;;;""1218975058552655874"";https://twitter.com/RobertThe_Fox/status/1218975058552655874",,,,,,,,,,,
";2020-01-19 19:13;0;0;""The Scottish people have already decided to stay in the UK.Have you forgot what you said at the referendum. That you would honor the result"";;;;""1218974834174177297"";https://twitter.com/mrmoaner1/status/1218974834174177297",,,,,,,,,,,
";2020-01-19 18:58;1;1;""“Nicola banned from Glasgow climate summit? Alex Neil adamant that Scottish referendum will go ahead. More fireworks to come...” https://youtu.be/BL_7X8L5l58"";;;;""1218971097242243076"";https://twitter.com/indyscotnews/status/1218971097242243076",,,,,,,,,,,
";2020-01-19 18:57;2;3;""Ex-SNP minister backs 'consultative referendum' on Scottish independence https://www.thenational.scot/news/18171428.ex-snp-minister-backs-consultative-referendum-independence/?ref=twtrec …"";;;;""1218970853834207234"";https://twitter.com/LustraSkye/status/1218970853834207234",,,,,,,,,,,
";2020-01-19 18:47;0;0;""Ex-SNP minister backs 'consultative referendum' on Scottish independence https://www.thenational.scot/news/18171428.ex-snp-minister-backs-consultative-referendum-independence/?ref=twtrec …"";;;;""1218968332289880064"";https://twitter.com/AtlantoCeltica/status/1218968332289880064",,,,,,,,,,,
";2020-01-19 18:41;0;0;""In order for the devolved Scottish parliament to hold a legally binding referendum for Scottish independence"," they may need the 'permission' of the UK government via what's known as a section 30 order. Currently they are refusing to do so."";;;;""1218966755223244808"";https://twitter.com/mark_s_75/status/1218966755223244808",,,,,,,,,,
";2020-01-19 18:23;3;4;""Ex-SNP minister backs 'consultative referendum' on Scottish independence https://www.thenational.scot/news/18171428.ex-snp-minister-backs-consultative-referendum-independence/?ref=twtrec …"";;;;""1218962190516002818"";https://twitter.com/OrkneyBear/status/1218962190516002818",,,,,,,,,,,
";2020-01-19 18:18;1;2;""Ex-SNP minister backs 'consultative referendum' on Scottish independence https://www.thenational.scot/news/18171428.ex-snp-minister-backs-consultative-referendum-independence/?ref=twtrec … It is time for Scotland to stop sitting on its hands and waiting for 'permission'. If Scotland is not a colongy"," it does not NEED permission."";;;;""1218960963786772480"";https://twitter.com/JRTomlinAuthor/status/1218960963786772480",,,,,,,,,,
";2020-01-19 18:13;0;0;""The constitution is a 'reserved' matter of the United Kingdom government under the Scotland Act 1998. For a future referendum on Scottish independence to have a binding and LEGAL outcome"," it would need to receive the consent of the British Government through a Section 30 order"";;;;""1218959714286960641"";https://twitter.com/BREXIT999/status/1218959714286960641",,,,,,,,,,
";2020-01-19 18:11;0;1;""Personally I think another Scottish referendum is going to happen but only if sturgeon wins a majority in the 2021 elections. If she gets that the pressure will be overwhelming and johnson should give them a vote and I hope if that happens the Snp will lose and out this to bed."";;;;""1218959120780472320"";https://twitter.com/Etienne94683161/status/1218959120780472320",,,,,,,,,,,
";2020-01-19 18:06;0;5;""Why don't the Scot. Government hold an ""advisory only"" referendum (they won't even have to cheat to win it) then call a Scottish Parliament election"," standing on the platform of upholding the referendum outcome? Now who could complain about that?"";;;;""1218957912393109505"";https://twitter.com/stockynine/status/1218957912393109505",,,,,,,,,,
";2020-01-19 18:01;0;0;""Boris Johnson lied about Labour offering a Scottish independence referendum in 2020. Find out more at https://costofjohnson.com # CostOfJohnson # BorisLies # ToryLies # ge2019"";;;# # # #;""1218956544269783044"";https://twitter.com/RGBPolitics/status/1218956544269783044",,,,,,,,,,,
";2020-01-19 17:59;0;1;""Some people have lost four general elections", a Scottish independence vote, an alternative vote referendum, the EU elections and, of course," THE referendum. The only way they can rationalise it is that we must be racist. We’re less racist than before just easier to accuse."";;;;""1218956155558539264"";https://twitter.com/SenorDel1/status/1218956155558539264",,,,,,
";2020-01-19 17:52;0;0;""Not forgotten at all. 2014 wasn't the only Scottish referendum that has happened", so it's not about a snapshot in time, it needs to reflect how people feel at many points in time. Called democracy," until Westminster"";;;;""1218954483553701888"";https://twitter.com/stephenwil/status/1218954483553701888",,,,,,,,
";2020-01-19 17:47;0;0;""Yes she is as voted for in your independence referendum which you lost as most Scottish people don't agree with you"," and you wont get another one."";;;;""1218953147290472448"";https://twitter.com/keithagostini/status/1218953147290472448",,,,,,,,,,
";2020-01-19 17:40;0;0;""Washington pub. Three conversions down the tables and the only one I can hear"," bloke instructs his girlfriend that Scottish mps should just 'shut up' about the referendum and complains about remainers using 'big words' # ignorantarseholesrotinhell"";;;#;""1218951419744653312"";https://twitter.com/IanHami32782589/status/1218951419744653312",,,,,,,,,,
";2020-01-19 17:35;0;0;""Might have been for you mate", in reality, it was a Scottish independence referendum, EU membership is irrelevant to being an independent sovereign nation," is it not? The wee krankie has already said EU membership was irrelevant to SNP wanting independence."";;;;""1218950051332022273"";https://twitter.com/matski909/status/1218950051332022273",,,,,,,
";2020-01-19 17:33;0;0;""Indeed. But the SNP could have protested this by boycotting the referendum and urging the Scottish people not to vote in it."";;;;""1218949653963722752"";https://twitter.com/sophianictract/status/1218949653963722752",,,,,,,,,,,
";2020-01-19 17:18;0;1;""""2014: Vote No to stay in the EU"" bollox", it was a Scottish independence ref, Sturgeon has admitted that the result of the EU membership referendum would have been irrelevant, the SNP would still be fighting for independence either way," so try again."";;;;""1218945940628869120"";https://twitter.com/matski909/status/1218945940628869120",,,,,,,
";2020-01-19 17:18;0;3;""But she also said whether or not Scottish Parliament does have the power to legislate for a referendum"," she still thinks it's better to have cooperation but that ""Courts have a role to play"" in defining powers of Holyrood"";;;;""1218945750127783941"";https://twitter.com/sn_hulme/status/1218945750127783941",,,,,,,,,,
";2020-01-19 17:13;1;1;""And he has the cheek to shout down demands for another Independence Referendum by telling the Scottish Government to sort out the NHS in Scotland."";;;;""1218944530441035781"";https://twitter.com/DerekCush/status/1218944530441035781",,,,,,,,,,,
";2020-01-19 17:07;16;19;""NICOLA STURGEON’S Scottish Independence hopes have been dashed after polling guru John Curtice dismissed her claims that there is a mandate from the Scottish people for a second referendum as a ""highly dubious exercise”. https://www.express.co.uk/news/world/1230231/Scottish-independence-referendum-Nicola-sturgeon-john-curtice-warning …"";;;;""1218943106697039872"";https://twitter.com/Justice_forum/status/1218943106697039872",,,,,,,,,,,
";2020-01-19 17:04;2;1;""The Notth East of England referendum on a regional assembly in 2004 "," 74% No vote and Brown cannot accept that the English do not want to abolish their country in to anonymous regions This is from a speech by the late Scot MP Chas Kennedy to a Scottish audience in 1999. pic.twitter.com/eUS0JQM01r"";;;;""1218942384467140608"";https://twitter.com/stgeorgeiscross/status/1218942384467140608",,,,,,,,,,
";2020-01-19 16:59;37;118;""I think he means an illegal referendum. Scottish independence: Ex-SNP minister Alex Neil calls for 'consultative' vote. # SNPGTFhttps://www.bbc.co.uk/news/uk-scotland-scotland-politics-51167183 …"";;;#;""1218940936341815299"";https://twitter.com/alcampian/status/1218940936341815299",,,,,,,,,,,
";2020-01-19 16:54;7;13;""That’s because there is no credible answer. The poisonous dwarf only wants a referendum now because it’s her last chance. Once the UK leaves the EU there will be no coherent case for Scottish Independence"," and she knows it.."";;;;""1218939867742318592"";https://twitter.com/skisidjames/status/1218939867742318592",,,,,,,,,,
";2020-01-19 16:54;0;0;""Saint Nicola is FAR too busy campaigning for a second independence referendum to be bothered doing what she and her parliament were actually elected to do. I suppose that explains why children's health and drug deaths aren't important enough"," or the abysmal state of Scottish NHS"";;;;""1218939810922057729"";https://twitter.com/neilhoulston/status/1218939810922057729",,,,,,,,,,
";2020-01-19 16:38;0;0;""No"," after the referendum they moved from opposing Brexit to advocating a close relationship with the EU. 12/13 of the Scottish Tory MPs weren't elected until 2017."";;;;""1218935696225918978"";https://twitter.com/john_alistair/status/1218935696225918978",,,,,,,,,,
";2020-01-19 16:35;0;0;""I am not even suggesting"," am simply stating fact. We have been trapped by a Tory internal bun fight for Brexit since 2013. SNP have taken the Scottish result from that UK referendum in 2016 and simply fought against a Tory fixation of Economic self harm. https://www.bbc.co.uk/news/uk-politics-43546199 …"";;;;""1218935126094159872"";https://twitter.com/Craig5tewart1/status/1218935126094159872",,,,,,,,,,
";2020-01-19 16:30;0;0;""There was a referendum on membership of the union. The Scottish electorate chose to remain. Scotland is not a colony. Chippy Scot Nats should quit appropriating the language of genuinely oppressed peoples. https://www.thenational.scot/politics/15486882.cat-boyd-its-about-time-scotland-confronted-its-own-racist-colonial-past/ …"";;;;""1218933832134668289"";https://twitter.com/danceswithpast1/status/1218933832134668289",,,,,,,,,,,
";2020-01-19 16:25;0;0;""Ex-SNP minister backs 'consultative referendum' on Scottish independence https://www.thenational.scot/news/18171428.ex-snp-minister-backs-consultative-referendum-independence/?ref=twtrec …"";;;;""1218932427579699201"";https://twitter.com/JMBEuansSon/status/1218932427579699201",,,,,,,,,,,
";2020-01-19 16:23;0;1;""So assuming a ‘disallowed’ referendum fast track Scottish elections towards autumn this year and stand on single mandate as an alternative ?"";;;;""1218932037744197633"";https://twitter.com/ScottEgner1/status/1218932037744197633",,,,,,,,,,,
";2020-01-19 16:09;0;1;""He dodged both the EU27 citizens and Scottish referendum questions."";;;;""1218928447562637313"";https://twitter.com/StuartBudd1/status/1218928447562637313",,,,,,,,,,,
";2020-01-19 16:07;1;12;""8/ Summary Labour need to learn from the LibDems on EU27 citizens and Internationalism. If they don't support a second Scottish referendum then Labour are f*cked. (maybe a Labour central control thing) Good on PR Good on unity within party Keir Starmer is good."";;;;""1218927930937573380"";https://twitter.com/StuartBudd1/status/1218927930937573380",,,,,,,,,,,
";2020-01-19 16:04;0;0;""Scottish unionist election voteshares: SP2016(constituency): 52.4% (SNP: 46.5%) GE2017: 63%(SNP: 37%) EP2019: 53.2% (SNP/Green: 46%) Do you think it’s a coincidence that unionist parties opposed to a second referendum keep getting a majority of votes in successive elections?"";;;;""1218927139380178950"";https://twitter.com/k98_john/status/1218927139380178950",,,,,,,,,,,
";2020-01-19 16:03;0;0;""At the 2019 General Election"," Scottish unionist parties explicitly opposed to an independence referendum on Sturgeon’s timetable took a clear majority of the vote at 54% whilst the SNP/Greens only got 46%. You have no mandate."";;;;""1218926999638548480"";https://twitter.com/k98_john/status/1218926999638548480",,,,,,,,,,
";2020-01-19 15:54;0;7;""4/ Question: How will you deal with a second scottish referendum? Answer: Not answered. Lots of noises about listening to Scotland and giving them extra powers - but not the one they are asking for! Talking about winning back seats in Scotland. Delusional!"";;;;""1218924595857838082"";https://twitter.com/StuartBudd1/status/1218924595857838082",,,,,,,,,,,
";2020-01-19 15:53;2;10;""If Scotland is to remain in the UK it must be on the basis that Scotland can leave at any time on a referendum triggered by the Scottish parliament."";;;;""1218924343641636864"";https://twitter.com/cabalamat/status/1218924343641636864",,,,,,,,,,,
";2020-01-19 15:49;2;12;""A ""consultative"" referendum would be boycotted by the majority of Scots. It would be an irresponsible move at a time when the Scottish government should be fixing public services. # Scexit # indyref2020"";;;# #;""1218923541485236235"";https://twitter.com/ForScotlandSake/status/1218923541485236235",,,,,,,,,,,
";2020-01-19 15:46;0;0;""Scottish Leader Sturgeon Demands a Post-Brexit Independence Referendum | World News http://rviv.ly/3FsWbC"";;;;""1218922665026695170"";https://twitter.com/eurojournalENG/status/1218922665026695170",,,,,,,,,,,
";2020-01-19 15:46;0;0;""""They produced a detailed plan for a Scottish Parliament", one different from WM, & elected using proportional representation," which led to1997 referendum when 74% of people voted for the creation of (Holyrood) Parliament.A Scotland where the Tories say No will have repercussions"""";;;;""1218922622530080768"";https://twitter.com/suleskerry/status/1218922622530080768",,,,,,,,
";2020-01-19 15:44;2;2;""Last weekend", Labour’s ruling Scottish Executive Committee (SEC) blocked Richard Leonard’s plans to hold a conference for party members in May to thrash out Labour’s position on a second referendum. Instead," the executive will discuss federalism at an “away day”."";;;;""1218922284221681667"";https://twitter.com/ScotsIndyDay/status/1218922284221681667",,,,,,,,,
";2020-01-19 15:39;0;0;""I think the Scottish government should hold an advisory referendum. It is the people of Scotland who must have the opportunity to decide their future now England has decided to leave the eu. But has Nicola Sturgeon said she will not do anything illegal?"";;;;""1218920832216551425"";https://twitter.com/dijay1/status/1218920832216551425",,,,,,,,,,,
";2020-01-19 15:28;1;13;""No they couldn't say that. It would be a ""legal"" referendum - albeit a consultative one. I think that's what O'Neill is driving at. It would stand as a legitimate test of Scottish opinion", which could not just be ignored. (If there's a Yes," that is)."";;;;""1218918226538590215"";https://twitter.com/iainmacwhirter/status/1218918226538590215",,,,,,,,,
";2020-01-19 15:26;1;4;""I would tend to agree that the Scottish Government has the power to legislate for a referendum but not necessarily to enforce its outcome. The Sovereign People of Scotland otoh have no legal superior and if they give an instruction it is law."";;;;""1218917555898933254"";https://twitter.com/SovereignWill/status/1218917555898933254",,,,,,,,,,,
";2020-01-19 15:18;79;98;""Proof of the anti-Scottish agenda of # ColonialQuay. Gordon Brewer argues that a *LEGAL* referendum would have no credibility. He argues parties that have *LOST* every election since 2015 can dictate the rules. That the people of Scotland can be ignored. https://youtu.be/3aaU8pHD5uw"";;;#;""1218915632395292673"";https://twitter.com/msm_monitor/status/1218915632395292673",,,,,,,,,,,
";2020-01-19 15:09;0;0;""If the Tories won a majority at a future Scottish election on a campaign to rejoin the 'union'", then there could be another referendum. It's the Tories who are anti democratic hypocrites," not those in favour of the normality of a country running it's own affairs."";;;;""1218913399670788096"";https://twitter.com/SandyRogerson1/status/1218913399670788096",,,,,,,,,
";2020-01-19 15:07;11;31;""""Not gonna happen. We are in a different era."" Fascinating by @ iainmacwhirter on Scottish independence referendum prospects. https://www.heraldscotland.com/news/18170968.iain-macwhirter-post-brexit-britain-nicola-sturgeon-cant-keep-telling-troops-indyref2-round-corner-isnt/ …"";;@;;""1218912923625672705"";https://twitter.com/iainmartin1/status/1218912923625672705",,,,,,,,,,,
";2020-01-19 15:04;5;4;""Even Jeremy Vine can see that Scottish people were lied to by the Unionist parties during the 2014 referendum and he’s a prize Yoon muppet. pic.twitter.com/mtX7Nx3yIN"";;;;""1218912093715517441"";https://twitter.com/FerroxGhilie/status/1218912093715517441",,,,,,,,,,,
";2020-01-19 14:54;0;1;""Done it in the Scottish independence referendum aswell. They have to try every underhanded trick in the book to maintain the status quo."";;;;""1218909696276475904"";https://twitter.com/wlstet/status/1218909696276475904",,,,,,,,,,,
";2020-01-19 14:39;0;0;""When world was supporting Scotland freedom UK shut them up by doing referendum in Scotland in which Scottish people decided to be remain with UK."";;;;""1218905819909165056"";https://twitter.com/Suliemankheil/status/1218905819909165056",,,,,,,,,,,
";2020-01-19 14:30;4;5;""As UK plans to diverge wildly from EU regulations"," I expect the Scottish finance industry now will be backing any # IndyScotland referendum? Afterwards any English financial industry that is left will move North of the border too?"";;;#;""1218903645275787264"";https://twitter.com/sc_wadsy/status/1218903645275787264",,,,,,,,,,
";2020-01-19 14:30;2;19;""The Scottish parliament should debate whether the Union is acting in Scotland's interests and whether it any longer fit for purpose. If it is agreed that it is not"," a confirmatory referendum should be announced to confirm a decision the dissolve the union."";;;;""1218903554657783810"";https://twitter.com/racbiggar/status/1218903554657783810",,,,,,,,,,
";2020-01-19 14:28;0;0;""How about making the election the referendum? It doesnt make sense for the SNP are asking us to provide them with yet another mandate. How about if the Scottish population vote for the SNP then independence for Scotland", majority for unionist parties," we go down with the uk."";;;;""1218903033419128832"";https://twitter.com/jcvstephenson/status/1218903033419128832",,,,,,,,,
";2020-01-19 14:23;0;0;""@ theSNP I voted in an official"," binding referendum in 2014 - much good it did me. Certainly wouldn't be voting in your propoganda exercise. BBC News - Scottish independence: Ex-SNP minister Alex Neil calls for 'consultative' vote https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51167183 …"";;@;;""1218901858175066112"";https://twitter.com/neilmacadee/status/1218901858175066112",,,,,,,,,,
";2020-01-19 14:08;2;15;""Hold your consultative referendum ..surely a majority off unionists wouldn't waste their time going out to vote BBC News - Scottish independence: Ex-SNP minister Alex Neil calls for 'consultative' vote https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51167183 …"";;;;""1218898006281531394"";https://twitter.com/GitGrumpygit/status/1218898006281531394",,,,,,,,,,,
";2020-01-19 13:45;0;0;""What now that Boris has said No to a Scottish Independence Referendum? https://www.businessforscotland.com/a-2020-scottish-independence-referendum-what-if-westminster-says-no/ … via @ BizforScotland"";;@;;""1218892303076642816"";https://twitter.com/mckinlay_liz/status/1218892303076642816",,,,,,,,,,,
";2020-01-19 13:44;186;965;""The EU referendum was an advisory referendum. The Scottish Gov can not be stopped from holding an advisory referendum. It is different from an legal referendum Should the Scottish Gov go ahead and hold an advisory referendum this year?"";;;;""1218891887681163266"";https://twitter.com/80_mcswan/status/1218891887681163266",,,,,,,,,,,
";2020-01-19 13:39;0;0;""BBC News - Scottish independence: Ex-SNP minister Alex Neil calls for 'consultative' vote https://www.bbc.co.uk/news/uk-scotland-scotland-politics-51167183 … What don't these Scottish http://M.Ps understand that there will not be a another independence referendum. Are they that stupid"";;;;""1218890760956891137"";https://twitter.com/mrmoaner1/status/1218890760956891137",,,,,,,,,,,
";2020-01-19 13:32;0;2;""It was a UK referendum"," not a Scottish one!"";;;;""1218888878431571968"";https://twitter.com/christians_111/status/1218888878431571968",,,,,,,,,,
";2020-01-19 13:22;0;2;""“The Mother of Parliaments has been shut down by the father of lies.” So thundered Aidan O’Neill QC over Boris Johnson’s unlawful prorogation of Parliament last year. Now he’s claiming that the Scottish Parliament can ignore mother and hold its own referendum on independence."";;;;""1218886360225996801"";https://twitter.com/calummiller/status/1218886360225996801",,,,,,,,,,,
";2020-01-19 13:20;0;0;""I hope Wes will see how the whole of Scotland is in political turmoil as a result of David Cameron. He cut his teeth on a Scottish referendum he only won by smoke +mirrors after realising the imbalance of the current electoral system in favour of SNP."";;;;""1218885919857684481"";https://twitter.com/BillyKsOpinion/status/1218885919857684481",,,,,,,,,,,
";2020-01-19 13:11;0;0;""How does this differ then to the same quote directed at the Scottish referendum last decade? That is the point of the tweet above."";;;;""1218883776027250689"";https://twitter.com/AHiggles/status/1218883776027250689",,,,,,,,,,,
";2020-01-19 13:03;0;0;""Yes it is. I believe in one person", one vote, you think it should be one nation one vote," even though the former is our constitution and what the Scottish referendum showed the people wanted."";;;;""1218881658692210689"";https://twitter.com/Chunkyferryman/status/1218881658692210689",,,,,,,,
";2020-01-19 12:58;0;0;""There is no Scottish situation", 55% voted for unionis parties ," same as the once in a lifetime referendum- end of story deal with it."";;;;""1218880370009104385"";https://twitter.com/scottishcoffee1/status/1218880370009104385",,,,,,,,,
";2020-01-19 12:54;0;1;""Britain is too precious. The independence debate is about two competing nationalisms. Neither is superior to the other so long as both are tolerant and democratic. To believe that it is not Scottish people’s decision whether to hold a referendum is neither."";;;;""1218879473279492096"";https://twitter.com/NaviaIn/status/1218879473279492096",,,,,,,,,,,
";2020-01-19 12:54;0;0;""A ‘wildcat’ independence referendum organised by the Scottish Government without legal authority under the Scotland Act wouldn’t be invalidated by a Unionist boycott"," a leading SNP politician has argued. https://trib.al/2IlClUX"";;;;""1218879445307621376"";https://twitter.com/scotpolitics/status/1218879445307621376",,,,,,,,,,
";2020-01-19 12:53;0;0;""Hi Pete", the people of Scotland voted to remain in the EU," more overwhelmingly than they did to stay in the UK. It seems that Scottish democracy only works for England when it suits them. There is a clear mandate there for at least another unity referendum."";;;;""1218879066822103041"";https://twitter.com/AntoinONiadh/status/1218879066822103041",,,,,,,,,
";2020-01-19 12:43;1;1;""Looks a really good line up! Interested to listen to yourself and @ CraigMurrayOrg discussing the Scottish independence referendum"";;@;;""1218876711544197121"";https://twitter.com/nightly_moth/status/1218876711544197121",,,,,,,,,,,
";2020-01-19 12:41;10;14;""Polling guru John Curtice shocks Nicola Sturgeon with independence referendum warning https://www.express.co.uk/news/world/1230231/Scottish-independence-referendum-Nicola-sturgeon-john-curtice-warning … The Scottish First miniature ignores the facts a clear majority of Scots are opposed to a second referendum"";;;;""1218876052564533248"";https://twitter.com/geoffreyMyers1/status/1218876052564533248",,,,,,,,,,,
";2020-01-19 12:38;0;0;""Scottish government call it an advisor referendum you know like brexshit"";;;;""1218875252052307974"";https://twitter.com/BrianForgie/status/1218875252052307974",,,,,,,,,,,
";2020-01-19 12:34;0;0;""Scottish Women’s Convention to debate independence referendum support https://www.thenational.scot/news/18170680.indy-debate-womens-convention/?ref=twtrec …"";;;;""1218874428756578304"";https://twitter.com/salome_debbie/status/1218874428756578304",,,,,,,,,,,
";2020-01-19 12:25;0;0;""The same United Kingdom who stand by the Scottish referendum unlike the SNP who refuse to recognise the result of 6 years ago. It’s over there’s no Indy ref 2."";;;;""1218872222682619904"";https://twitter.com/kimkvg/status/1218872222682619904",,,,,,,,,,,
";2020-01-19 12:17;0;9;""The ONLY way to find out Scottish public opinion on the matter of independence is to have a referendum. One mans opinion does not make the case for an entire nation. A mandate in UK terms is winning an election. In Scotland the SNP did this. What's ""dubious"" about that?"";;;;""1218870138054815744"";https://twitter.com/stuindy/status/1218870138054815744",,,,,,,,,,,
";2020-01-19 12:14;0;0;""Would you take part in a Scottish Independence referendum run by the SNP and unrecognised by the UK government?"";;;;""1218869325341306880"";https://twitter.com/KennethBuchan10/status/1218869325341306880",,,,,,,,,,,
";2020-01-19 11:56;6;10;""Tories know they'll lose # indyref2"," that's why another referendum on Scottish independence won't happen. There's a narrow window of a few weeks after Brexit day for @ NicolaSturgeon to implement a significant step change in the plan to achieve independence(not just # indyref2)"";;@;# #;""1218864805555187712"";https://twitter.com/donscot17/status/1218864805555187712",,,,,,,,,,
";2020-01-19 11:50;0;1;""The Tories won't budge on a referendum until the future arrangement with the EU is signed. They need Scottish industries like fishing to throw under the bus to win concessions on financial services."";;;;""1218863197500985345"";https://twitter.com/RobW37891054/status/1218863197500985345",,,,,,,,,,,
";2020-01-19 11:39;0;0;""Well said Boris & great to hear that! There should be no more transfer of power to Scottish Parliament including referendum legislation under any circumstances- Scottish Parliament already has far too many power. The Uk is one nation & we are stronger together # noindyref2"";;;#;""1218860554296680450"";https://twitter.com/CharlieD1959/status/1218860554296680450",,,,,,,,,,,
";2020-01-19 11:31;1;4;""Aye ... and over the next year"," the BritPress and media will blame every negative effect of Brexit on the Scottish Government. And occasionally repeating ‘Union Jacks’ line of “no referendum for the next 50 years”. Then most voters wouldn’t see the point of voting the SNP!"";;;;""1218858608114401281"";https://twitter.com/josephballs_/status/1218858608114401281",,,,,,,,,,
