date,user_loc,message,full_name,country,country_code,geo_code,tidy_tweet,tokens,no_keywords,predictions,word count,neg_scores,neu_scores,pos_scores,compound_scores,latitude,longitude,address,city,City_Nation_Country,nation
2020-01-11 14:41:22,"Glasgow, Scotland","St George’s Cross at a standstill #peoplepower #indyref2 #indyref2020 Great rally today for Indy Ref2, despite the… https://t.co/vF8FIHQuxl","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",georg cross standstil great ralli today indi ref despit,"['george', 'cross', 'standstill', 'great', 'rally', 'today', 'indy', 'ref', 'despite']","['george', 'cross', 'standstill', 'great', 'rally', 'today', 'indy', 'ref', 'despite']",1,18,0.0,0.6609999999999999,0.339,0.6249,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 14:44:58,World,So chocked that a day care centre closed where a Tory MP has been elected! A court has just ordered for the centre… https://t.co/H21cvD7Zaa,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",chock day care centr close tori elect court order centr,"['chocked', 'day', 'care', 'centre', 'closed', 'tory', 'elected', 'court', 'ordered', 'centre']","['chocked', 'day', 'care', 'centre', 'closed', 'tory', 'elected', 'court', 'ordered', 'centre']",0,24,0.0,0.738,0.262,0.4939,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 14:46:06,,"I am an Englishman. I think that Scotland has a right to determine its own future, whether as part of the United Ki… https://t.co/jKdAyg7fAO","Faversham, England",United Kingdom,GB,"[0.889186, 51.312931]",englishman think scotland right determin futur whether part unit,"['englishman', 'think', 'scotland', 'right', 'determine', 'future', 'whether', 'part', 'united']","['englishman', 'think', 'right', 'determine', 'future', 'whether', 'part', 'united']",0,24,0.0,1.0,0.0,0.0,51.312931,0.889186,"7 Victoria Pl, Faversham ME13 8PL, UK",Faversham,"['Faversham', 'England', 'United Kingdom']",England
2020-01-11 14:47:48,Fife,This is Scotland's time #indyref2 https://t.co/jAAo3n8BGX,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",scotland time,"['scotland', 'time']",['time'],1,6,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 14:50:02,"Pimlico Village, London",The Scotts marching for #indyref2020 #indyref2 https://t.co/HucP8LEuoM,"London, England",United Kingdom,GB,"[-0.148936, 51.500092]",scott march,"['scotts', 'marching']","['scotts', 'marching']",0,7,0.0,1.0,0.0,0.0,51.500092,-0.148936,"21 Grosvenor Pl, Belgravia, London SW1X 7EA, UK",London,"['London', 'England', 'United Kingdom']",England
2020-01-11 14:52:18,Glasgow,What rain? Incredible turnout and atmosphere @AUOBALBA Glasgow March #AUOBGlasgow #auob #indyref2020 #indyref2 https://t.co/UK7PZf7bZJ,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",rain incred turnout atmospher glasgow march,"['rain', 'incredible', 'turnout', 'atmosphere', 'glasgow', 'march']","['rain', 'incredible', 'turnout', 'atmosphere', 'glasgow', 'march']",0,14,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 14:54:54,World,@STVNews @AUOBALBA So many women marching! The time is now and all ages the time is counted! We want this country i… https://t.co/sQy7Jt1wTX,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",mani women march time age time count want countri,"['many', 'women', 'marching', 'time', 'ages', 'time', 'counted', 'want', 'country']","['many', 'women', 'marching', 'time', 'ages', 'time', 'counted', 'want', 'country']",1,23,0.0,0.86,0.14,0.0772,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 14:56:57,"Glasgow, Scotland","The march continues #indyref2 #independence #scotland #glasgow #indyref #independancemarch @ Glasgow, United Kingdom https://t.co/yhMdSFu8Cu","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",march continu glasgow unit kingdom,"['march', 'continues', 'glasgow', 'united', 'kingdom']","['march', 'continues', 'glasgow', 'united', 'kingdom']",1,14,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 14:57:43,World,@AngryScotland Scotland will choose its government and it will be what it will be but at least it will be ours #indyref2 only solution,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",scotland choos govern least solut,"['scotland', 'choose', 'government', 'least', 'solution']","['choose', 'government', 'least', 'solution']",0,24,0.0,1.0,0.0,0.0,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 15:03:33,Siorrachd Dhùn Breatann,Fair drookit but it didnae stop @ValeofLevenSNP @DumbartonSNP plus @clydebank_snp &amp; local #Yes groups marching for… https://t.co/Zczj4Gr9tg,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",fair drookit didna stop plu local group march,"['fair', 'drookit', 'didnae', 'stop', 'plus', 'local', 'groups', 'marching']","['fair', 'drookit', 'didnae', 'stop', 'plus', 'local', 'groups', 'marching']",1,17,0.21,0.5710000000000001,0.219,0.0258,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:08:07,"Selkirk, Scotland","For the same reason that approx 80,000 Independence supporters Marched for Scottish Independence #AUOB today at Gla… https://t.co/o42lDDrUiH","Selkirk, Scotland",United Kingdom,GB,"[-2.8452, 55.550828]",reason approx independ support march scottish independ today gla,"['reason', 'approx', 'independence', 'supporters', 'marched', 'scottish', 'independence', 'today', 'gla']","['reason', 'approx', 'supporters', 'marched', 'today', 'gla']",0,18,0.0,0.53,0.47,0.7351,55.550828,-2.8452,"8 Weavers Ct, Forest Mill, Selkirk TD7 5NY, UK",Selkirk,"['Selkirk', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:08:50,"Dublin, Ireland",@Neil_MacKay5 Go on the Scots! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #freedom #indyref2 @SanTheScot,"South Dublin, Ireland",Ireland,IE,"[-6.399521, 53.273503]",scot,['scots'],['scots'],0,9,0.0,1.0,0.0,0.0,53.273503,-6.399521,"11 Hazel Hill, Kiltalown, Dublin 24, D24 RK46, Ireland",Dublin 24,"['Dublin 24', 'County Dublin', 'Ireland']",County Dublin
2020-01-11 15:13:21,"Arizona, USA","Im a world away from you lads, but with you in spirit!!!

#indyref2 #indyref2020 #Glasgow #glasgowMarch… https://t.co/aQMcqrEx7A","Picture Rocks, AZ",United States,US,"[-111.21167, 32.329007]",world away lad spirit,"['world', 'away', 'lads', 'spirit']","['world', 'away', 'lads', 'spirit']",0,17,0.0,0.638,0.362,0.1779,32.329007,-111.21167,"11475 W Royalty Dr, Tucson, AZ 85743, USA",,"[None, 'Arizona', 'United States']",Arizona
2020-01-11 15:15:30,"Glasgow, Scotland",Scenes when the unionists think they’ve won #indyref2 but then realise they forgot to add Kurt Angle to the mix https://t.co/8ezQMyirOk,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",scene unionist think realis forgot add kurt angl mix,"['scenes', 'unionists', 'think', 'realise', 'forgot', 'add', 'kurt', 'angle', 'mix']","['scenes', 'unionists', 'think', 'realise', 'forgot', 'add', 'kurt', 'angle', 'mix']",1,21,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:27:10,glasgow,Me and old Tam yyyyyyaaaaaassssss 🏴󠁧󠁢󠁳󠁣󠁴󠁿#indyref2 #dissolvetheunion 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/ugGXQsd5jV,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",old tam yyyyyyaaaaaassssss,"['old', 'tam', 'yyyyyyaaaaaassssss']","['old', 'tam', 'yyyyyyaaaaaassssss']",1,9,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:27:16,"Kingdom of Fife, Scotland",WTF? #Indyref2 #FreeTheUnicorn it's time to #DissolveTheUnion https://t.co/wws9zhji6i,"Anstruther, Scotland",United Kingdom,GB,"[-2.696332, 56.223206]",wtf time,"['wtf', 'time']","['wtf', 'time']",1,8,0.792,0.208,0.0,-0.5859,56.223206,-2.696332,"1 Union Pl, Anstruther KY10 3HQ, UK",Anstruther,"['Anstruther', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:29:08,"Nijmegen, Nederland",The Proclaimers 500 Miles has just started playing in the supermarket whislt I'm stressing over pasta and now I'm c… https://t.co/9VotjRm6Mb,"Nijmegen, Nederland",Netherlands,NL,"[5.832956, 51.842648]",proclaim mile start play supermarket whislt stress pasta,"['proclaimers', 'miles', 'started', 'playing', 'supermarket', 'whislt', 'stressing', 'pasta']","['proclaimers', 'miles', 'started', 'playing', 'supermarket', 'whislt', 'stressing', 'pasta']",1,21,0.25,0.536,0.214,-0.1027,51.842648,5.832956,"Wolfskuilseweg 200, 6542 AB Nijmegen, Netherlands",,"[None, 'Gelderland', 'Netherlands']",Gelderland
2020-01-11 15:32:13,Glasgow,Wet but worth it! #indyref2 #AUOBGlasgow #scotland https://t.co/RSKbFGVrkm,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",wet worth,"['wet', 'worth']","['wet', 'worth']",0,8,0.0,0.345,0.655,0.2263,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:33:15,,"2020 is the year of getting smaller for the EU  and  UK.  The EU will contract in 2020 losing the UK , subsequently… https://t.co/jKyonV0KYu","Kolkata, India",India,IN,"[88.352242, 22.612706]",year get smaller contract lose subsequ,"['year', 'getting', 'smaller', 'contract', 'losing', 'subsequently']","['year', 'getting', 'smaller', 'contract', 'losing', 'subsequently']",1,24,0.35100000000000003,0.649,0.0,-0.4019,22.612706,88.352242,"3/1 dayaram, Ramkrishna Naskar Ln, Vivekananda Colony, Ghusuri, Howrah, West Bengal 711107, India",,"[None, 'West Bengal', 'India']",West Bengal
2020-01-11 15:46:34,Clydebank.,I was hoping to photograph my balls at the head of the #AUOB Rally For Scottish Independence in Glasgow today in th… https://t.co/h74xS2OWQI,"Clydebank, Scotland",United Kingdom,GB,"[-4.42515, 55.910873]",hope photograph ball head ralli scottish independ glasgow today,"['hoping', 'photograph', 'balls', 'head', 'rally', 'scottish', 'independence', 'glasgow', 'today']","['hoping', 'photograph', 'balls', 'head', 'rally', 'glasgow', 'today']",1,23,0.0,0.7340000000000001,0.266,0.4404,55.910873,-4.42515,"1 Hillview Ct, Clydebank G81 4SS, UK",Clydebank,"['Clydebank', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:46:45,"Aberdeen, Scotland","There are going to be a few “propaganda victims” mightily pissed off at this, with much butthurt, denials &amp; spoutin… https://t.co/LYQpjTvBld","Aberdeen, Scotland",United Kingdom,GB,"[-2.12704, 57.160556]",go propaganda victim mightili piss much butthurt denial spoutin,"['going', 'propaganda', 'victims', 'mightily', 'pissed', 'much', 'butthurt', 'denials', 'spoutin']","['going', 'propaganda', 'victims', 'mightily', 'pissed', 'much', 'butthurt', 'denials', 'spoutin']",1,21,0.531,0.469,0.0,-0.7003,57.160556,-2.12704,"111 Westburn Dr, Aberdeen AB25 2BU, UK",Aberdeen,"['Aberdeen', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:47:34,Central Scotland ,This is just a snippet of the independence movement in Scotland. Today was a yellow warning for heavy rain. These m… https://t.co/QCy3KL6Gid,"Stoneywood, Scotland",United Kingdom,GB,"[-3.919567, 56.019801]",snippet independ movement scotland today yellow warn heavi rain,"['snippet', 'independence', 'movement', 'scotland', 'today', 'yellow', 'warning', 'heavy', 'rain']","['snippet', 'movement', 'today', 'yellow', 'warning', 'heavy', 'rain']",1,22,0.149,0.851,0.0,-0.1027,56.019801,-3.919567,"5 Langhill Pl, Denny FK6 5BY, UK",Denny,"['Denny', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 15:50:10,"London, England","Protesters demand Scottish independence in Glasgow march

Do they get a vote every 6 yrs until the outcome is what… https://t.co/TMnPBwb2G4","Hillingdon, London",United Kingdom,GB,"[-0.442361, 51.537061]",protest demand scottish independ glasgow march get vote everi yr outcom,"['protesters', 'demand', 'scottish', 'independence', 'glasgow', 'march', 'get', 'vote', 'every', 'yrs', 'outcome']","['protesters', 'demand', 'glasgow', 'march', 'get', 'vote', 'every', 'yrs', 'outcome']",0,21,0.28,0.72,0.0,-0.3612,51.537061,-0.442361,"116 Pole Hill Rd, Uxbridge UB10 0QE, UK",Uxbridge,"['Uxbridge', 'England', 'United Kingdom']",England
2020-01-11 15:50:29,"Peterborough, England, UK",Protesters demand Scottish independence in Glasgow march https://t.co/X3jNMtzvF5 via @MailOnline @BorisJohnson,"Peterborough, England",United Kingdom,GB,"[-0.265658, 52.583268]",protest demand scottish independ glasgow march via,"['protesters', 'demand', 'scottish', 'independence', 'glasgow', 'march', 'via']","['protesters', 'demand', 'glasgow', 'march', 'via']",1,11,0.412,0.588,0.0,-0.3612,52.583268,-0.265658,"12 Cottesmore Cl, Peterborough PE3 9TP, UK",Peterborough,"['Peterborough', 'England', 'United Kingdom']",England
2020-01-11 15:59:02,“Scotland🏴󠁧󠁢󠁳󠁣󠁴󠁿”,"Soaked but happy!  
Electric atmosphere in Glasgow today #indyref2 #IndyMarch #AUOB https://t.co/WrMEaCdvQh https://t.co/GrduCMF46t","Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",soak happi electr atmospher glasgow today,"['soaked', 'happy', 'electric', 'atmosphere', 'glasgow', 'today']","['soaked', 'happy', 'electric', 'atmosphere', 'glasgow', 'today']",0,13,0.0,1.0,0.0,0.0,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 16:02:48,Glasgow,"If we let the rain stop us, Scotland will never be independent.

What an atmosphere, partying in the rain. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🌍… https://t.co/twHXufic1l","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",let rain stop scotland never independ atmospher parti rain,"['let', 'rain', 'stop', 'scotland', 'never', 'independent', 'atmosphere', 'partying', 'rain']","['let', 'rain', 'stop', 'never', 'independent', 'atmosphere', 'partying', 'rain']",0,21,0.21600000000000005,0.784,0.0,-0.29600000000000004,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 16:08:57,Ecosse,Spot on there! #AUOB #indyref2 https://t.co/pUjkM50MCa,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",spot,['spot'],['spot'],1,6,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 16:12:04,Edinburgh,"Half-way point #auobglasgow #auob #indyref2 @ Glasgow, United Kingdom https://t.co/NLD1zXRdBR","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",half way point glasgow unit kingdom,"['half', 'way', 'point', 'glasgow', 'united', 'kingdom']","['half', 'way', 'point', 'glasgow', 'united', 'kingdom']",0,10,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 16:49:09,,"Awesome day marching in the rain for #indyref2 with an estimated 80,000. Can't wait for the next one!

#indyref2020… https://t.co/QQHXXAiktn","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",awesom day march rain estim wait next one,"['awesome', 'day', 'marching', 'rain', 'estimated', 'wait', 'next', 'one']","['awesome', 'day', 'marching', 'rain', 'estimated', 'wait', 'next', 'one']",0,20,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 16:50:27,Aberdeen ,"@blondiesa @JerkerKnee Haha aye, we’re pure starving for it.
Wastemonster had best suck it up 😂😂
This is game on #IndyRef2 🏴󠁧󠁢󠁳󠁣󠁴󠁿","Laurencekirk, Scotland",United Kingdom,GB,"[-2.468416, 56.833311]",haha aye pure starv wastemonst best suck game,"['haha', 'aye', 'pure', 'starving', 'wastemonster', 'best', 'suck', 'game']","['haha', 'aye', 'pure', 'starving', 'wastemonster', 'best', 'suck', 'game']",0,22,0.192,0.331,0.477,0.6486,56.833311,-2.468416,"2 Thornton Ct, Laurencekirk AB30 1BZ, UK",Laurencekirk,"['Laurencekirk', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 17:05:43,World,@MrAndyNgo People are bad for the environment will be the next stage! Can’t believe the Nazi didn’t get this idea!… https://t.co/A4RvomgPAL,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",peopl bad environ next stage believ nazi get idea,"['people', 'bad', 'environment', 'next', 'stage', 'believe', 'nazi', 'get', 'idea']","['people', 'bad', 'environment', 'next', 'stage', 'believe', 'nazi', 'get', 'idea']",0,21,0.304,0.696,0.0,-0.5423,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 17:10:41,"Austin, TX","@TheCEOinspace @cccammy1 Many, or a few? Also fascism doesn’t mean right wing. So again, is your argument that the… https://t.co/e1fLBsfY23","Austin, TX",United States,US,"[-97.754724, 30.323346]",mani also fascism mean right wing argument,"['many', 'also', 'fascism', 'mean', 'right', 'wing', 'argument']","['many', 'also', 'fascism', 'mean', 'right', 'wing', 'argument']",1,20,0.294,0.706,0.0,-0.3612,30.323346,-97.754724,"2910 Terrain Ln, Austin, TX 78731, USA",,"[None, 'Texas', 'United States']",Texas
2020-01-11 17:10:52,World,There is a market emerging for maroon passport covers for an entrepreneur. Blue is so Pre- boomer! #brexit #indyref2,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",market emerg maroon passport cover entrepreneur blue pre boomer,"['market', 'emerging', 'maroon', 'passport', 'covers', 'entrepreneur', 'blue', 'pre', 'boomer']","['market', 'emerging', 'maroon', 'passport', 'covers', 'entrepreneur', 'blue', 'pre', 'boomer']",0,19,0.0,1.0,0.0,0.0,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 17:12:50,"Glasgow, Scotland",One of the things I love about Indy marches is the inter generational demographics. Kids to pensioners and everythi… https://t.co/4gwZkSa9HM,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",one thing love indi march inter gener demograph kid pension everythi,"['one', 'things', 'love', 'indy', 'marches', 'inter', 'generational', 'demographics', 'kids', 'pensioners', 'everythi']","['one', 'things', 'love', 'indy', 'marches', 'inter', 'generational', 'demographics', 'kids', 'pensioners', 'everythi']",0,20,0.0,0.7040000000000001,0.29600000000000004,0.6369,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 17:15:25,World,@paulhutcheon And then they realised the daily mail had appointed a complete tosser to write in their paper #indyref2,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",realis daili mail appoint complet tosser write paper,"['realised', 'daily', 'mail', 'appointed', 'complete', 'tosser', 'write', 'paper']","['realised', 'daily', 'mail', 'appointed', 'complete', 'tosser', 'write', 'paper']",1,19,0.0,1.0,0.0,0.0,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 17:17:58,World,@RobertMiggins #Dailymail and #BBC have reported that there were two dogs and a cat demonstrating in Glasgow today... #indyref2 is coming,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",report two dog cat demonstr glasgow today come,"['reported', 'two', 'dogs', 'cat', 'demonstrating', 'glasgow', 'today', 'coming']","['reported', 'two', 'dogs', 'cat', 'demonstrating', 'glasgow', 'today', 'coming']",0,21,0.0,1.0,0.0,0.0,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 17:25:07,Cambridge UK,"@timothy80431407 @NicolaSturgeon Not in near future. You’d have more chance moving to N Ireland.
Scotland won’t be… https://t.co/oPMUXPWXJ8","Great Shelford, England",United Kingdom,GB,"[0.139216, 52.153849]",near futur chanc move ireland scotland,"['near', 'future', 'chance', 'moving', 'ireland', 'scotland']","['near', 'future', 'chance', 'moving', 'ireland']",0,18,0.0,1.0,0.0,0.0,52.153849,0.139216,"46 Orchard Rd, Great Shelford, Cambridge CB22 5AA, UK",Cambridge,"['Cambridge', 'England', 'United Kingdom']",England
2020-01-11 17:25:54,,Would love to know how waving they gay pride flags have anything to do with Scottish independence. Question it and… https://t.co/0L3AIPEL9N,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",would love know wave gay pride flag anyth scottish independ question,"['would', 'love', 'know', 'waving', 'gay', 'pride', 'flags', 'anything', 'scottish', 'independence', 'question']","['would', 'love', 'know', 'waving', 'gay', 'pride', 'flags', 'anything', 'question']",1,21,0.0,0.5770000000000001,0.423,0.765,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 17:30:44,The Fourth Estate ,"I see umbrellas. Out even when the weather is rubbish. #Respect ✊🏾✌🏾

You’re all #heroes ! 

 #IndyRef2 https://t.co/1ULhdZzGu2","Amherst, NY",United States,US,"[-78.764632, 43.009117]",see umbrella even weather rubbish,"['see', 'umbrellas', 'even', 'weather', 'rubbish']","['see', 'umbrellas', 'even', 'weather', 'rubbish']",1,18,0.0,1.0,0.0,0.0,43.009117,-78.764632,"70 Heim Rd, Buffalo, NY 14221, USA",,"[None, 'New York', 'United States']",New York
2020-01-11 17:31:05,Glasgow,Favourite of the day - how good is this?!? #hope #indyref2 #AUOB https://t.co/6QrMSLCbL6,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",favourit day good,"['favourite', 'day', 'good']","['favourite', 'day', 'good']",1,13,0.0,0.408,0.5920000000000001,0.4404,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 17:31:50,The Fourth Estate ,"You’ll get there, no worries! ✊🏾✌🏾 #IndyRef2 https://t.co/gJYstSwYXl","Amherst, NY",United States,US,"[-78.764632, 43.009117]",get worri,"['get', 'worries']","['get', 'worries']",1,8,0.0,1.0,0.0,0.0,43.009117,-78.764632,"70 Heim Rd, Buffalo, NY 14221, USA",,"[None, 'New York', 'United States']",New York
2020-01-11 17:35:06,The Fourth Estate ,Catching up on news from across the pond over #lunch . #ScottishTwitter is giving me the #WarmNFuzzies today.… https://t.co/qmlE0cIRgx,"Amherst, NY",United States,US,"[-78.764632, 43.009117]",catch news across pond give today,"['catching', 'news', 'across', 'pond', 'giving', 'today']","['catching', 'news', 'across', 'pond', 'giving', 'today']",0,19,0.0,1.0,0.0,0.0,43.009117,-78.764632,"70 Heim Rd, Buffalo, NY 14221, USA",,"[None, 'New York', 'United States']",New York
2020-01-11 17:39:11,The Fourth Estate ,"You’ll  get there! 💙🤍🏴󠁧󠁢󠁳󠁣󠁴󠁿

#Scotland is too good for Tory bullshit ! 

#indyref2 https://t.co/wPZal8tdJy","Amherst, NY",United States,US,"[-78.764632, 43.009117]",get good tori bullshit,"['get', 'good', 'tory', 'bullshit']","['get', 'good', 'tory', 'bullshit']",1,14,0.4370000000000001,0.23,0.333,-0.2263,43.009117,-78.764632,"70 Heim Rd, Buffalo, NY 14221, USA",,"[None, 'New York', 'United States']",New York
2020-01-11 17:41:56,"Edinburgh, Scotland",When I was out getting a haircut today I found the original irn bru in Asda (Tartan to show allegiance to the Glasg… https://t.co/hBfEw7wgfH,"Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",get haircut today found origin irn bru asda tartan show allegi glasg,"['getting', 'haircut', 'today', 'found', 'original', 'irn', 'bru', 'asda', 'tartan', 'show', 'allegiance', 'glasg']","['getting', 'haircut', 'today', 'found', 'original', 'irn', 'bru', 'asda', 'tartan', 'show', 'allegiance', 'glasg']",1,24,0.0,1.0,0.0,0.0,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 17:44:45,World,@Grouse_Beater Women were there in thousands! They can wear whatever they want they are there and it’s what counts!… https://t.co/nNuVzGVRJf,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",women thousand wear whatev want count,"['women', 'thousands', 'wear', 'whatever', 'want', 'counts']","['women', 'thousands', 'wear', 'whatever', 'want', 'counts']",0,20,0.0,0.794,0.206,0.0772,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 17:47:13,World,@StevePeers Toryland for you! #indyref2 for us,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",toryland,['toryland'],['toryland'],0,7,0.0,1.0,0.0,0.0,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-11 17:50:14,SCOTLAND,@jamiegreeneUK In 2021 the list will be smaller and you won't make it #indyref2,"East Calder, Scotland",United Kingdom,GB,"[-3.457664, 55.893008]",list smaller make,"['list', 'smaller', 'make']","['list', 'smaller', 'make']",1,14,0.0,1.0,0.0,0.0,55.893008,-3.457664,"230 Mansefield, East Calder, Livingston EH53 0JJ, UK",Livingston,"['Livingston', 'Scotland', 'United Kingdom']",Scotland
2020-01-11 17:58:50,Ayrshire,"Looks like the anti-democracy marchers had fun today.

#AUOBGlasgow #AUOB #indyref2 #indyref2020 https://t.co/AP7Q0pimwt","Ayr, Scotland",United Kingdom,GB,"[-4.624917, 55.466068]",look like anti democraci marcher fun today,"['looks', 'like', 'anti', 'democracy', 'marchers', 'fun', 'today']","['looks', 'like', 'anti', 'democracy', 'marchers', 'fun', 'today']",1,13,0.19,0.331,0.479,0.5423,55.466068,-4.624917,"20 Limonds Wynd, Ayr KA8 0AR, UK",Ayr,"['Ayr', 'Scotland', 'United Kingdom']",Scotland
